tab	locations
location	age	age_sigma	age_unit	lat_n	lat_s	lon_e	lon_w	geologic_classes	lithologies	location_type	citations
ECMB	1779	3	Ma	45.53728	45.51387	265.76964	265.7369	Intrusive	Diabase	Region	This study
>>>>>>>>>>
tab	measurements
measurement	experiment	specimen	dir_csd	dir_dec	dir_inc	treat_ac_field	treat_dc_field	treat_dc_field_phi	treat_dc_field_theta	treat_step_num	treat_temp	citations	instrument_codes	method_codes	quality	sequence	standard	meas_n_orient	meas_temp	software_packages	magn_moment	magn_x_sigma	magn_y_sigma	magn_z_sigma
NED36-7a_LP-DIR-AF-289	NED36-7a_LP-DIR-AF	NED36-7a	1.5	234.4	-7.2	0.105	0	0	0	43	273	This study	hargrave 2019-10-18 18:27:15	LT-AF-Z:LP-DIR-AF	g	7125	u	4	273	pmagpy-4.2.28	1.14e-08	3.44e-10	2.85e-11	8.959999999999999e-11
NED36-7a_LP-DIR-AF-290	NED36-7a_LP-DIR-AF	NED36-7a	1.6	234.3	-6	0.11	0	0	0	44	273	This study	hargrave 2019-10-18 18:28:36	LT-AF-Z:LP-DIR-AF	g	7126	u	4	273	pmagpy-4.2.28	1.09e-08	3.79e-10	6.4e-11	8.83e-11
NED36-7a_LP-DIR-AF-291	NED36-7a_LP-DIR-AF	NED36-7a	1.6	232.8	-6.8	0.115	0	0	0	45	273	This study	hargrave 2019-10-18 18:29:57	LT-AF-Z:LP-DIR-AF	g	7127	u	4	273	pmagpy-4.2.28	1.07e-08	3.68e-10	6.940000000000001e-11	8.26e-11
NED36-7a_LP-DIR-AF-292	NED36-7a_LP-DIR-AF	NED36-7a	1.6	234.9	-7.9	0.12	0	0	0	46	273	This study	hargrave 2019-10-18 18:31:19	LT-AF-Z:LP-DIR-AF	g	7128	u	4	273	pmagpy-4.2.28	1.01e-08	3.38e-10	6.96e-11	7.69e-11
NED36-7a_LP-DIR-AF-293	NED36-7a_LP-DIR-AF	NED36-7a	1.6	235.3	-8.3	0.125	0	0	0	47	273	This study	hargrave 2019-10-18 18:32:41	LT-AF-Z:LP-DIR-AF	g	7129	u	4	273	pmagpy-4.2.28	9.55e-09	3.24e-10	7.109999999999999e-11	7.390000000000001e-11
NED36-7a_LP-DIR-AF-294	NED36-7a_LP-DIR-AF	NED36-7a	1.6	231.6	-9.5	0.13	0	0	0	48	273	This study	hargrave 2019-10-18 18:34:04	LT-AF-Z:LP-DIR-AF	g	7130	u	4	273	pmagpy-4.2.28	8.93e-09	3.11e-10	6.709999999999999e-11	7.59e-11
NED36-8a_LP-DIR-AF-295	NED36-8a_LP-DIR-AF	NED36-8a	2.1	221.9	1.6	0	0	0	0	0	273	This study	hargrave 2019-10-18 18:35:28	LT-NO:LP-DIR-AF	g	7131	u	4	273	pmagpy-4.2.28	1.89e-08	6.16e-10	4.07e-10	1.21e-10
NED36-8a_LP-DIR-AF-296	NED36-8a_LP-DIR-AF	NED36-8a	1.7	221.8	1.6	0.001	0	0	0	1	273	This study	hargrave 2019-10-18 18:36:52	LT-AF-Z:LP-DIR-AF	g	7132	u	4	273	pmagpy-4.2.28	1.9e-08	5.400000000000001e-10	3.4700000000000004e-10	1.37e-10
NED36-8a_LP-DIR-AF-297	NED36-8a_LP-DIR-AF	NED36-8a	2	221.7	1.6	0.002	0	0	0	2	273	This study	hargrave 2019-10-18 18:38:11	LT-AF-Z:LP-DIR-AF	g	7133	u	4	273	pmagpy-4.2.28	1.89e-08	5.96e-10	3.8e-10	1.33e-10
NED36-8a_LP-DIR-AF-298	NED36-8a_LP-DIR-AF	NED36-8a	2	221.8	1.6	0.003	0	0	0	3	273	This study	hargrave 2019-10-18 18:39:31	LT-AF-Z:LP-DIR-AF	g	7134	u	4	273	pmagpy-4.2.28	1.88e-08	5.93e-10	3.83e-10	1.37e-10
NED36-8a_LP-DIR-AF-299	NED36-8a_LP-DIR-AF	NED36-8a	2	221.8	1.5	0.004	0	0	0	4	273	This study	hargrave 2019-10-18 18:40:51	LT-AF-Z:LP-DIR-AF	g	7135	u	4	273	pmagpy-4.2.28	1.88e-08	5.87e-10	3.83e-10	1.39e-10
NED36-8a_LP-DIR-AF-300	NED36-8a_LP-DIR-AF	NED36-8a	2	221.9	1.5	0.005	0	0	0	5	273	This study	hargrave 2019-10-18 18:42:10	LT-AF-Z:LP-DIR-AF	g	7136	u	4	273	pmagpy-4.2.28	1.87e-08	5.800000000000001e-10	3.95e-10	1.36e-10
NED36-8a_LP-DIR-AF-301	NED36-8a_LP-DIR-AF	NED36-8a	2	221.9	1.6	0.006	0	0	0	6	273	This study	hargrave 2019-10-18 18:43:30	LT-AF-Z:LP-DIR-AF	g	7137	u	4	273	pmagpy-4.2.28	1.87e-08	5.85e-10	3.86e-10	1.3999999999999998e-10
NED36-8a_LP-DIR-AF-302	NED36-8a_LP-DIR-AF	NED36-8a	2	222.1	1.6	0.007	0	0	0	7	273	This study	hargrave 2019-10-18 18:44:50	LT-AF-Z:LP-DIR-AF	g	7138	u	4	273	pmagpy-4.2.28	1.87e-08	5.87e-10	3.82e-10	1.36e-10
NED36-8a_LP-DIR-AF-303	NED36-8a_LP-DIR-AF	NED36-8a	2	222.1	1.2	0.008	0	0	0	8	273	This study	hargrave 2019-10-18 18:46:10	LT-AF-Z:LP-DIR-AF	g	7139	u	4	273	pmagpy-4.2.28	1.86e-08	6.05e-10	3.92e-10	1.3999999999999998e-10
NED36-8a_LP-DIR-AF-304	NED36-8a_LP-DIR-AF	NED36-8a	2	222.2	1.1	0.009	0	0	0	9	273	This study	hargrave 2019-10-18 18:47:30	LT-AF-Z:LP-DIR-AF	g	7140	u	4	273	pmagpy-4.2.28	1.85e-08	6.03e-10	3.86e-10	1.39e-10
NED36-8a_LP-DIR-AF-305	NED36-8a_LP-DIR-AF	NED36-8a	2	222.4	1	0.01	0	0	0	10	273	This study	hargrave 2019-10-18 18:48:50	LT-AF-Z:LP-DIR-AF	g	7141	u	4	273	pmagpy-4.2.28	1.84e-08	5.85e-10	3.94e-10	1.36e-10
NED36-8a_LP-DIR-AF-306	NED36-8a_LP-DIR-AF	NED36-8a	2	222.0	1.1	0.012	0	0	0	11	273	This study	hargrave 2019-10-18 18:50:09	LT-AF-Z:LP-DIR-AF	g	7142	u	4	273	pmagpy-4.2.28	1.85e-08	5.899999999999999e-10	3.95e-10	1.41e-10
NED36-8a_LP-DIR-AF-307	NED36-8a_LP-DIR-AF	NED36-8a	2	222.2	1.1	0.014	0	0	0	12	273	This study	hargrave 2019-10-18 18:51:29	LT-AF-Z:LP-DIR-AF	g	7143	u	4	273	pmagpy-4.2.28	1.85e-08	5.87e-10	3.95e-10	1.3999999999999998e-10
NED36-8a_LP-DIR-AF-308	NED36-8a_LP-DIR-AF	NED36-8a	1.2	223.2	0.8	0.016	0	0	0	13	273	This study	hargrave 2019-10-18 18:52:50	LT-AF-Z:LP-DIR-AF	g	7144	u	4	273	pmagpy-4.2.28	1.82e-08	4.72e-10	8.56e-11	1.37e-10
NED36-8a_LP-DIR-AF-309	NED36-8a_LP-DIR-AF	NED36-8a	2.1	222.5	0.2	0.018	0	0	0	14	273	This study	hargrave 2019-10-18 18:54:10	LT-AF-Z:LP-DIR-AF	g	7145	u	4	273	pmagpy-4.2.28	1.79e-08	5.78e-10	4.14e-10	1.36e-10
NED36-8a_LP-DIR-AF-310	NED36-8a_LP-DIR-AF	NED36-8a	2.1	222.3	0.3	0.02	0	0	0	15	273	This study	hargrave 2019-10-18 18:55:30	LT-AF-Z:LP-DIR-AF	g	7146	u	4	273	pmagpy-4.2.28	1.74e-08	5.58e-10	4.19e-10	1.31e-10
NED36-8a_LP-DIR-AF-311	NED36-8a_LP-DIR-AF	NED36-8a	2.1	222.8	-0.4	0.022	0	0	0	16	273	This study	hargrave 2019-10-18 18:56:50	LT-AF-Z:LP-DIR-AF	g	7147	u	4	273	pmagpy-4.2.28	1.74e-08	5.59e-10	4.17e-10	1.3000000000000002e-10
NED36-8a_LP-DIR-AF-312	NED36-8a_LP-DIR-AF	NED36-8a	1.5	223.3	-1	0.024	0	0	0	17	273	This study	hargrave 2019-10-18 18:58:09	LT-AF-Z:LP-DIR-AF	g	7148	u	4	273	pmagpy-4.2.28	1.75e-08	5.879999999999999e-10	6.9e-11	1.29e-10
NED36-8a_LP-DIR-AF-313	NED36-8a_LP-DIR-AF	NED36-8a	1.5	224.0	-2.1	0.026	0	0	0	18	273	This study	hargrave 2019-10-18 18:59:29	LT-AF-Z:LP-DIR-AF	g	7149	u	4	273	pmagpy-4.2.28	1.72e-08	5.83e-10	6.67e-11	1.29e-10
NED36-8a_LP-DIR-AF-314	NED36-8a_LP-DIR-AF	NED36-8a	1.5	224.8	-4.4	0.028	0	0	0	19	273	This study	hargrave 2019-10-18 19:00:49	LT-AF-Z:LP-DIR-AF	g	7150	u	4	273	pmagpy-4.2.28	1.66e-08	5.67e-10	7.24e-11	1.26e-10
NED36-8a_LP-DIR-AF-315	NED36-8a_LP-DIR-AF	NED36-8a	2.1	224.4	-1.3	0.03	0	0	0	20	273	This study	hargrave 2019-10-18 19:02:09	LT-AF-Z:LP-DIR-AF	g	7151	u	4	273	pmagpy-4.2.28	1.75e-08	5.72e-10	4.15e-10	1.29e-10
NED36-8a_LP-DIR-AF-316	NED36-8a_LP-DIR-AF	NED36-8a	1.5	225.1	-4	0.032	0	0	0	21	273	This study	hargrave 2019-10-18 19:03:28	LT-AF-Z:LP-DIR-AF	g	7152	u	4	273	pmagpy-4.2.28	1.6799999999999998e-08	5.64e-10	6.67e-11	1.31e-10
NED36-8a_LP-DIR-AF-317	NED36-8a_LP-DIR-AF	NED36-8a	1.5	226.0	-4.5	0.034	0	0	0	22	273	This study	hargrave 2019-10-18 19:04:48	LT-AF-Z:LP-DIR-AF	g	7153	u	4	273	pmagpy-4.2.28	1.63e-08	5.559999999999999e-10	6.940000000000001e-11	1.23e-10
NED36-8a_LP-DIR-AF-318	NED36-8a_LP-DIR-AF	NED36-8a	1.5	224.3	-1.7	0.036	0	0	0	23	273	This study	hargrave 2019-10-18 19:06:08	LT-AF-Z:LP-DIR-AF	g	7154	u	4	273	pmagpy-4.2.28	1.69e-08	5.68e-10	6.709999999999999e-11	1.25e-10
NED36-8a_LP-DIR-AF-319	NED36-8a_LP-DIR-AF	NED36-8a	1.5	225.9	-2.5	0.038	0	0	0	24	273	This study	hargrave 2019-10-18 19:07:28	LT-AF-Z:LP-DIR-AF	g	7155	u	4	273	pmagpy-4.2.28	1.7e-08	5.74e-10	6.12e-11	1.27e-10
NED36-8a_LP-DIR-AF-320	NED36-8a_LP-DIR-AF	NED36-8a	1.5	226.9	-4.6	0.04	0	0	0	25	273	This study	hargrave 2019-10-18 19:08:47	LT-AF-Z:LP-DIR-AF	g	7156	u	4	273	pmagpy-4.2.28	1.57e-08	5.26e-10	5.43e-11	1.25e-10
NED36-8a_LP-DIR-AF-321	NED36-8a_LP-DIR-AF	NED36-8a	1.6	227.5	-6.4	0.042	0	0	0	26	273	This study	hargrave 2019-10-18 19:10:07	LT-AF-Z:LP-DIR-AF	g	7157	u	4	273	pmagpy-4.2.28	1.54e-08	5.36e-10	7.209999999999999e-11	1.21e-10
NED36-8a_LP-DIR-AF-322	NED36-8a_LP-DIR-AF	NED36-8a	1.5	225.3	-2	0.044	0	0	0	27	273	This study	hargrave 2019-10-18 19:11:27	LT-AF-Z:LP-DIR-AF	g	7158	u	4	273	pmagpy-4.2.28	1.62e-08	5.44e-10	5.760000000000001e-11	1.24e-10
NED36-8a_LP-DIR-AF-323	NED36-8a_LP-DIR-AF	NED36-8a	1.5	226.8	-5.8	0.046	0	0	0	28	273	This study	hargrave 2019-10-18 19:12:47	LT-AF-Z:LP-DIR-AF	g	7159	u	4	273	pmagpy-4.2.28	1.46e-08	5.01e-10	6.709999999999999e-11	1.15e-10
NED36-8a_LP-DIR-AF-324	NED36-8a_LP-DIR-AF	NED36-8a	1.5	225.5	-1.8	0.048	0	0	0	29	273	This study	hargrave 2019-10-18 19:14:06	LT-AF-Z:LP-DIR-AF	g	7160	u	4	273	pmagpy-4.2.28	1.56e-08	5.24e-10	5.83e-11	1.21e-10
NED36-8a_LP-DIR-AF-325	NED36-8a_LP-DIR-AF	NED36-8a	1.5	228.2	-7	0.05	0	0	0	30	273	This study	hargrave 2019-10-18 19:15:26	LT-AF-Z:LP-DIR-AF	g	7161	u	4	273	pmagpy-4.2.28	1.46e-08	4.89e-10	5.970000000000001e-11	1.21e-10
NED36-8a_LP-DIR-AF-326	NED36-8a_LP-DIR-AF	NED36-8a	1.5	227.8	-5.3	0.054	0	0	0	31	273	This study	hargrave 2019-10-18 19:16:46	LT-AF-Z:LP-DIR-AF	g	7162	u	4	273	pmagpy-4.2.28	1.39e-08	4.74e-10	6.629999999999999e-11	1.13e-10
NED36-8a_LP-DIR-AF-327	NED36-8a_LP-DIR-AF	NED36-8a	1.5	228.5	-6.2	0.058	0	0	0	32	273	This study	hargrave 2019-10-18 19:18:06	LT-AF-Z:LP-DIR-AF	g	7163	u	4	273	pmagpy-4.2.28	1.4e-08	4.74e-10	6.34e-11	1.11e-10
NED36-8a_LP-DIR-AF-328	NED36-8a_LP-DIR-AF	NED36-8a	1.5	228.7	-5.3	0.062	0	0	0	33	273	This study	hargrave 2019-10-18 19:19:26	LT-AF-Z:LP-DIR-AF	g	7164	u	4	273	pmagpy-4.2.28	1.41e-08	4.689999999999999e-10	5.9e-11	1.13e-10
NED36-8a_LP-DIR-AF-329	NED36-8a_LP-DIR-AF	NED36-8a	1.5	227.8	-6.4	0.066	0	0	0	34	273	This study	hargrave 2019-10-18 19:20:46	LT-AF-Z:LP-DIR-AF	g	7165	u	4	273	pmagpy-4.2.28	1.3e-08	4.47e-10	6.55e-11	1.09e-10
NED36-8a_LP-DIR-AF-330	NED36-8a_LP-DIR-AF	NED36-8a	1.5	228.9	-6.4	0.07	0	0	0	35	273	This study	hargrave 2019-10-18 19:22:05	LT-AF-Z:LP-DIR-AF	g	7166	u	4	273	pmagpy-4.2.28	1.34e-08	4.55e-10	6.9e-11	1.01e-10
NED36-8a_LP-DIR-AF-331	NED36-8a_LP-DIR-AF	NED36-8a	1.5	226.9	-3.4	0.074	0	0	0	36	273	This study	hargrave 2019-10-18 19:23:25	LT-AF-Z:LP-DIR-AF	g	7167	u	4	273	pmagpy-4.2.28	1.36e-08	4.65e-10	6.08e-11	1.02e-10
NED36-8a_LP-DIR-AF-332	NED36-8a_LP-DIR-AF	NED36-8a	1.5	226.2	-4	0.078	0	0	0	37	273	This study	hargrave 2019-10-18 19:24:45	LT-AF-Z:LP-DIR-AF	g	7168	u	4	273	pmagpy-4.2.28	1.3e-08	4.49e-10	6.22e-11	1.01e-10
NED36-8a_LP-DIR-AF-333	NED36-8a_LP-DIR-AF	NED36-8a	1.5	227.6	-7.4	0.082	0	0	0	38	273	This study	hargrave 2019-10-18 19:26:05	LT-AF-Z:LP-DIR-AF	g	7169	u	4	273	pmagpy-4.2.28	1.13e-08	3.87e-10	6.72e-11	8.86e-11
NED36-8a_LP-DIR-AF-334	NED36-8a_LP-DIR-AF	NED36-8a	1.5	227.0	-7.8	0.086	0	0	0	39	273	This study	hargrave 2019-10-18 19:27:25	LT-AF-Z:LP-DIR-AF	g	7170	u	4	273	pmagpy-4.2.28	1.08e-08	3.6000000000000005e-10	6.470000000000001e-11	8.68e-11
NED36-8a_LP-DIR-AF-335	NED36-8a_LP-DIR-AF	NED36-8a	1.6	228.9	-8.1	0.09	0	0	0	40	273	This study	hargrave 2019-10-18 19:28:45	LT-AF-Z:LP-DIR-AF	g	7171	u	4	273	pmagpy-4.2.28	1.06e-08	3.66e-10	7.06e-11	8.590000000000001e-11
NED36-8a_LP-DIR-AF-336	NED36-8a_LP-DIR-AF	NED36-8a	1.6	228.7	-9.7	0.095	0	0	0	41	273	This study	hargrave 2019-10-18 19:30:05	LT-AF-Z:LP-DIR-AF	g	7172	u	4	273	pmagpy-4.2.28	1e-08	3.46e-10	6.61e-11	8.55e-11
NED36-8a_LP-DIR-AF-337	NED36-8a_LP-DIR-AF	NED36-8a	1.5	229.3	-8.5	0.1	0	0	0	42	273	This study	hargrave 2019-10-18 19:31:25	LT-AF-Z:LP-DIR-AF	g	7173	u	4	273	pmagpy-4.2.28	1.04e-08	3.48e-10	6.61e-11	8.720000000000001e-11
NED36-8a_LP-DIR-AF-338	NED36-8a_LP-DIR-AF	NED36-8a	1.6	225.6	-8.2	0.105	0	0	0	43	273	This study	hargrave 2019-10-18 19:32:47	LT-AF-Z:LP-DIR-AF	g	7174	u	4	273	pmagpy-4.2.28	9.8e-09	3.39e-10	6.5e-11	7.83e-11
NED36-8a_LP-DIR-AF-339	NED36-8a_LP-DIR-AF	NED36-8a	1.6	226.2	-8.5	0.11	0	0	0	44	273	This study	hargrave 2019-10-18 19:34:07	LT-AF-Z:LP-DIR-AF	g	7175	u	4	273	pmagpy-4.2.28	9.63e-09	3.3300000000000004e-10	6.329999999999999e-11	7.97e-11
NED36-8a_LP-DIR-AF-340	NED36-8a_LP-DIR-AF	NED36-8a	1.5	225.1	-2.7	0.115	0	0	0	45	273	This study	hargrave 2019-10-18 19:35:28	LT-AF-Z:LP-DIR-AF	g	7176	u	4	273	pmagpy-4.2.28	1e-08	3.4299999999999995e-10	5.46e-11	7.459999999999999e-11
NED36-8a_LP-DIR-AF-341	NED36-8a_LP-DIR-AF	NED36-8a	1.5	227.6	-2.5	0.12	0	0	0	46	273	This study	hargrave 2019-10-18 19:36:50	LT-AF-Z:LP-DIR-AF	g	7177	u	4	273	pmagpy-4.2.28	9.21e-09	3.09e-10	5.14e-11	7.109999999999999e-11
NED36-8a_LP-DIR-AF-342	NED36-8a_LP-DIR-AF	NED36-8a	1.6	227.1	-9	0.125	0	0	0	47	273	This study	hargrave 2019-10-18 19:38:12	LT-AF-Z:LP-DIR-AF	g	7178	u	4	273	pmagpy-4.2.28	7.879999999999998e-09	2.63e-10	5.24e-11	6.990000000000001e-11
NED36-8a_LP-DIR-AF-343	NED36-8a_LP-DIR-AF	NED36-8a	1.6	226.1	-10.7	0.13	0	0	0	48	273	This study	hargrave 2019-10-18 19:39:34	LT-AF-Z:LP-DIR-AF	g	7179	u	4	273	pmagpy-4.2.28	7.87e-09	2.74e-10	6.17e-11	6.45e-11
NED21-1a_LP-DIR-AF-1	NED21-1a_LP-DIR-AF	NED21-1a	0.5	324.5	33	0	0	0	0	0	273	This study	hargrave 2019-09-16 22:30:21	LT-NO:LP-DIR-AF	g	7180	u	4	273	pmagpy-4.2.24-1	2.43e-06	1.43e-08	7.91e-09	1.33e-08
NED21-1a_LP-DIR-AF-2	NED21-1a_LP-DIR-AF	NED21-1a	0.5	324.3	33	0.001	0	0	0	1	273	This study	hargrave 2019-09-16 22:31:41	LT-AF-Z:LP-DIR-AF	g	7181	u	4	273	pmagpy-4.2.24-1	2.41e-06	1.5e-08	8.65e-09	1.34e-08
NED21-1a_LP-DIR-AF-3	NED21-1a_LP-DIR-AF	NED21-1a	0.5	324.0	33.4	0.002	0	0	0	2	273	This study	hargrave 2019-09-16 22:33:04	LT-AF-Z:LP-DIR-AF	g	7182	u	4	273	pmagpy-4.2.24-1	2.33e-06	1.49e-08	7.94e-09	1.29e-08
NED21-1a_LP-DIR-AF-4	NED21-1a_LP-DIR-AF	NED21-1a	0.5	323.8	34.6	0.003	0	0	0	3	273	This study	hargrave 2019-09-16 22:34:24	LT-AF-Z:LP-DIR-AF	g	7183	u	4	273	pmagpy-4.2.24-1	2.18e-06	1.42e-08	7.509999999999999e-09	1.19e-08
NED21-1a_LP-DIR-AF-5	NED21-1a_LP-DIR-AF	NED21-1a	0.5	323.8	37	0.004	0	0	0	4	273	This study	hargrave 2019-09-16 22:35:43	LT-AF-Z:LP-DIR-AF	g	7184	u	4	273	pmagpy-4.2.24-1	1.93e-06	1.26e-08	7.390000000000001e-09	1.05e-08
NED21-1a_LP-DIR-AF-6	NED21-1a_LP-DIR-AF	NED21-1a	0.5	323.8	39.2	0.005	0	0	0	5	273	This study	hargrave 2019-09-16 22:37:03	LT-AF-Z:LP-DIR-AF	g	7185	u	4	273	pmagpy-4.2.24-1	1.7e-06	1.1100000000000002e-08	6.959999999999998e-09	9.28e-09
NED21-1a_LP-DIR-AF-7	NED21-1a_LP-DIR-AF	NED21-1a	0.5	323.8	42.4	0.006	0	0	0	6	273	This study	hargrave 2019-09-16 22:38:26	LT-AF-Z:LP-DIR-AF	g	7186	u	4	273	pmagpy-4.2.24-1	1.43e-06	9.14e-09	7.18e-09	7.67e-09
NED21-1a_LP-DIR-AF-8	NED21-1a_LP-DIR-AF	NED21-1a	0.5	323.7	45.2	0.007	0	0	0	7	273	This study	hargrave 2019-09-16 22:39:45	LT-AF-Z:LP-DIR-AF	g	7187	u	4	273	pmagpy-4.2.24-1	1.15e-06	7.91e-09	5.320000000000001e-09	6.05e-09
NED21-1a_LP-DIR-AF-9	NED21-1a_LP-DIR-AF	NED21-1a	0.6	322.8	47.5	0.008	0	0	0	8	273	This study	hargrave 2019-09-16 22:41:05	LT-AF-Z:LP-DIR-AF	g	7188	u	4	273	pmagpy-4.2.24-1	8.32e-07	5.91e-09	4.23e-09	4.21e-09
NED21-1a_LP-DIR-AF-10	NED21-1a_LP-DIR-AF	NED21-1a	0.6	321.6	52.7	0.009	0	0	0	9	273	This study	hargrave 2019-09-16 22:42:25	LT-AF-Z:LP-DIR-AF	g	7189	u	4	273	pmagpy-4.2.24-1	6.38e-07	4.46e-09	3.84e-09	3.08e-09
NED21-1a_LP-DIR-AF-11	NED21-1a_LP-DIR-AF	NED21-1a	0.6	319.5	58.6	0.01	0	0	0	10	273	This study	hargrave 2019-09-16 22:43:46	LT-AF-Z:LP-DIR-AF	g	7190	u	4	273	pmagpy-4.2.24-1	4.78e-07	3.55e-09	3.21e-09	2.13e-09
NED21-1a_LP-DIR-AF-12	NED21-1a_LP-DIR-AF	NED21-1a	0.7	306.9	74.1	0.012	0	0	0	11	273	This study	hargrave 2019-09-16 22:45:05	LT-AF-Z:LP-DIR-AF	g	7191	u	4	273	pmagpy-4.2.24-1	2.91e-07	2.28e-09	2.47e-09	9.6e-10
NED21-1a_LP-DIR-AF-13	NED21-1a_LP-DIR-AF	NED21-1a	0.6	211.2	83.6	0.014	0	0	0	12	273	This study	hargrave 2019-09-16 22:46:25	LT-AF-Z:LP-DIR-AF	g	7192	u	4	273	pmagpy-4.2.24-1	2.15e-07	1.62e-09	1.8e-09	4.03e-10
NED21-1a_LP-DIR-AF-14	NED21-1a_LP-DIR-AF	NED21-1a	0.5	164.2	72.7	0.016	0	0	0	13	273	This study	hargrave 2019-09-16 22:47:45	LT-AF-Z:LP-DIR-AF	g	7193	u	4	273	pmagpy-4.2.24-1	1.86e-07	1.31e-09	1.1e-09	1.98e-10
NED21-1a_LP-DIR-AF-15	NED21-1a_LP-DIR-AF	NED21-1a	0.5	155.9	64.4	0.018	0	0	0	14	273	This study	hargrave 2019-09-16 22:49:04	LT-AF-Z:LP-DIR-AF	g	7194	u	4	273	pmagpy-4.2.24-1	1.71e-07	8.309999999999999e-10	1.11e-09	1.92e-10
NED21-1a_LP-DIR-AF-16	NED21-1a_LP-DIR-AF	NED21-1a	0.3	151.6	57.3	0.02	0	0	0	15	273	This study	hargrave 2019-09-16 22:50:24	LT-AF-Z:LP-DIR-AF	g	7195	u	4	273	pmagpy-4.2.24-1	1.59e-07	7.14e-10	4.89e-10	2.35e-10
NED21-1a_LP-DIR-AF-17	NED21-1a_LP-DIR-AF	NED21-1a	0.3	147.8	53	0.022	0	0	0	16	273	This study	hargrave 2019-09-16 22:51:43	LT-AF-Z:LP-DIR-AF	g	7196	u	4	273	pmagpy-4.2.24-1	1.48e-07	5.92e-10	5.03e-10	2.59e-10
NED21-1a_LP-DIR-AF-18	NED21-1a_LP-DIR-AF	NED21-1a	0.3	145.7	49	0.024	0	0	0	17	273	This study	hargrave 2019-09-16 22:53:03	LT-AF-Z:LP-DIR-AF	g	7197	u	4	273	pmagpy-4.2.24-1	1.42e-07	5.62e-10	5.04e-10	2.9100000000000003e-10
NED21-1a_LP-DIR-AF-19	NED21-1a_LP-DIR-AF	NED21-1a	0.3	143.6	46.5	0.026	0	0	0	18	273	This study	hargrave 2019-09-16 22:54:23	LT-AF-Z:LP-DIR-AF	g	7198	u	4	273	pmagpy-4.2.24-1	1.36e-07	6.45e-10	4.92e-10	2.99e-10
NED21-1a_LP-DIR-AF-20	NED21-1a_LP-DIR-AF	NED21-1a	0.3	142.0	43.9	0.028	0	0	0	19	273	This study	hargrave 2019-09-16 22:55:42	LT-AF-Z:LP-DIR-AF	g	7199	u	4	273	pmagpy-4.2.24-1	1.28e-07	6.55e-10	4.19e-10	3.08e-10
NED21-1a_LP-DIR-AF-21	NED21-1a_LP-DIR-AF	NED21-1a	0.4	141.2	41.3	0.03	0	0	0	20	273	This study	hargrave 2019-09-16 22:57:03	LT-AF-Z:LP-DIR-AF	g	7200	u	4	273	pmagpy-4.2.24-1	1.19e-07	6.710000000000001e-10	3.71e-10	3.15e-10
NED21-1a_LP-DIR-AF-22	NED21-1a_LP-DIR-AF	NED21-1a	0.4	138.8	38.2	0.032	0	0	0	21	273	This study	hargrave 2019-09-16 22:58:23	LT-AF-Z:LP-DIR-AF	g	7201	u	4	273	pmagpy-4.2.24-1	1.16e-07	7.030000000000001e-10	3.6000000000000005e-10	3.31e-10
NED21-1a_LP-DIR-AF-23	NED21-1a_LP-DIR-AF	NED21-1a	0.3	136.5	36.8	0.034	0	0	0	22	273	This study	hargrave 2019-09-16 22:59:42	LT-AF-Z:LP-DIR-AF	g	7202	u	4	273	pmagpy-4.2.24-1	1.09e-07	4.27e-10	3.49e-10	3.15e-10
NED21-1a_LP-DIR-AF-24	NED21-1a_LP-DIR-AF	NED21-1a	0.4	135.6	33.9	0.036	0	0	0	23	273	This study	hargrave 2019-09-16 23:01:02	LT-AF-Z:LP-DIR-AF	g	7203	u	4	273	pmagpy-4.2.24-1	1.04e-07	6.01e-10	4.01e-10	3.27e-10
NED21-1a_LP-DIR-AF-25	NED21-1a_LP-DIR-AF	NED21-1a	0.3	134.1	32.6	0.038	0	0	0	24	273	This study	hargrave 2019-09-16 23:02:21	LT-AF-Z:LP-DIR-AF	g	7204	u	4	273	pmagpy-4.2.24-1	1.04e-07	6.2e-10	2.63e-10	3.4299999999999995e-10
NED21-1a_LP-DIR-AF-26	NED21-1a_LP-DIR-AF	NED21-1a	0.3	133.5	29.8	0.04	0	0	0	25	273	This study	hargrave 2019-09-16 23:03:41	LT-AF-Z:LP-DIR-AF	g	7205	u	4	273	pmagpy-4.2.24-1	9.75e-08	4.85e-10	6.819999999999999e-10	3.26e-10
NED21-1a_LP-DIR-AF-27	NED21-1a_LP-DIR-AF	NED21-1a	0.3	132.9	28.9	0.042	0	0	0	26	273	This study	hargrave 2019-09-16 23:05:00	LT-AF-Z:LP-DIR-AF	g	7206	u	4	273	pmagpy-4.2.24-1	9.66e-08	5.47e-10	6.410000000000001e-10	3.32e-10
NED21-1a_LP-DIR-AF-28	NED21-1a_LP-DIR-AF	NED21-1a	0.3	129.2	25.9	0.044	0	0	0	27	273	This study	hargrave 2019-09-16 23:06:20	LT-AF-Z:LP-DIR-AF	g	7207	u	4	273	pmagpy-4.2.24-1	9.33e-08	3.1800000000000004e-10	7.580000000000001e-10	3.29e-10
NED21-1a_LP-DIR-AF-29	NED21-1a_LP-DIR-AF	NED21-1a	0.3	129.1	25.2	0.046	0	0	0	28	273	This study	hargrave 2019-09-16 23:07:40	LT-AF-Z:LP-DIR-AF	g	7208	u	4	273	pmagpy-4.2.24-1	9.09e-08	3.9100000000000005e-10	5.64e-10	3.39e-10
