tab	specimens																							
specimen	experiments	sample	dir_alpha95	dir_comp	dir_dec	dir_inc	dir_n_comps	dir_n_measurements	dir_tilt_correction	dir_dang	dir_mad_free	meas_step_max	meas_step_min	meas_step_unit	instrument_codes	software_packages	int_corr	citations	method_codes	result_quality	volume	weight	location	site
NED29-6a	NED29-6a_LP-DIR-AF	NED29-6		lc	258.4	-34.4	2	3	-1	89.8	0.7	0.003	0.001	T	hargrave 2019-09-30 17:25:34	pmagpy-4.2.25: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR	g			ECMB	NED29
NED29-6a	NED29-6a_LP-DIR-AF	NED29-6		lc	217.7	-26.2	2	3	0	89.8	0.7	0.003	0.001	T	hargrave 2019-09-30 17:25:34	pmagpy-4.2.25: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR-GEO	g			ECMB	NED29
NED29-6a	NED29-6a_LP-DIR-AF	NED29-6		mc	212.1	74.1	2	12	0	6.5	2.4	0.054	0.03	T	hargrave 2019-09-30 17:25:34	pmagpy-4.2.25: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR-GEO	g			ECMB	NED29
NED29-6a		NED29-6																This study	LP-NOMAG				ECMB	NED29
NED29-7a	NED29-7a_LP-DIR-AF	NED29-7		lc	245.5	-13.8	2	4	-1	75.6	4.1	0.004	0.001	T	hargrave 2019-09-30 18:32:01	pmagpy-4.2.25: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR	g			ECMB	NED29
NED29-7a	NED29-7a_LP-DIR-AF	NED29-7		mc	197	64.1	2	11	-1	7.9	2	0.07	0.04	T	hargrave 2019-09-30 18:32:01	pmagpy-4.2.25: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR	g			ECMB	NED29
NED29-7a	NED29-7a_LP-DIR-AF	NED29-7		lc	216.1	-1.7	2	4	0	75.6	4.1	0.004	0.001	T	hargrave 2019-09-30 18:32:01	pmagpy-4.2.25: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR-GEO	g			ECMB	NED29
NED29-7a	NED29-7a_LP-DIR-AF	NED29-7		mc	259.6	82.4	2	11	0	7.9	2	0.07	0.04	T	hargrave 2019-09-30 18:32:01	pmagpy-4.2.25: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR-GEO	g			ECMB	NED29
NED29-7a		NED29-7																This study	LP-NOMAG				ECMB	NED29
NED29-8a	NED29-8a_LP-DIR-AF	NED29-8		mc	199.3	49.2	2	13	-1	4.6	2.2	0.07	0.036	T	hargrave 2019-09-30 19:38:38	pmagpy-4.2.25: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR	g			ECMB	NED29
NED29-8a	NED29-8a_LP-DIR-AF	NED29-8		lc	258.1	-6.2	2	4	-1	67.8	3.2	0.004	0.001	T	hargrave 2019-09-30 19:38:38	pmagpy-4.2.25: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR	g			ECMB	NED29
NED29-8a	NED29-8a_LP-DIR-AF	NED29-8		lc	214.2	0.8	2	4	0	67.8	3.2	0.004	0.001	T	hargrave 2019-09-30 19:38:38	pmagpy-4.2.25: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR-GEO	g			ECMB	NED29
NED29-8a	NED29-8a_LP-DIR-AF	NED29-8		mc	194.8	75.1	2	13	0	4.6	2.2	0.07	0.036	T	hargrave 2019-09-30 19:38:38	pmagpy-4.2.25: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR-GEO	g			ECMB	NED29
NED29-8a		NED29-8																This study	LP-NOMAG				ECMB	NED29
NED29-9a	NED29-9a_LP-DIR-AF	NED29-9		lc	265.4	-15.7	2	4	-1	81.6	6.4	0.004	0.001	T	hargrave 2019-09-30 20:45:28	pmagpy-4.2.25: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR	g			ECMB	NED29
NED29-9a	NED29-9a_LP-DIR-AF	NED29-9		mc	203.1	59.6	2	12	-1	7.1	1.1	0.054	0.03	T	hargrave 2019-09-30 20:45:28	pmagpy-4.2.25: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR	g			ECMB	NED29
NED29-9a	NED29-9a_LP-DIR-AF	NED29-9		lc	217.5	-12.5	2	4	0	81.6	6.4	0.004	0.001	T	hargrave 2019-09-30 20:45:28	pmagpy-4.2.25: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR-GEO	g			ECMB	NED29
NED29-9a	NED29-9a_LP-DIR-AF	NED29-9		mc	207.5	77.7	2	12	0	7.1	1.1	0.054	0.03	T	hargrave 2019-09-30 20:45:28	pmagpy-4.2.25: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR-GEO	g			ECMB	NED29
NED29-9a		NED29-9																This study	LP-NOMAG				ECMB	NED29
NED3-1b	NED3-1b_LP-DIR-AF	NED3-1		hc	195.8	4.6	2	6	-1	0	1.4	0.13	0.08	T	hargrave 2018-09-22 06:35:31	pmagpy-4.2.25: demag_gui	u	This study	LP-DIR-AF:DE-BFL-A:DA-DIR	g			ECMB	NED3
NED3-1b	NED3-1b_LP-DIR-AF	NED3-1		hc	346.4	27.6	2	6	0	0	1.4	0.13	0.08	T	hargrave 2018-09-22 06:35:31	pmagpy-4.2.25: demag_gui	u	This study	LP-DIR-AF:DE-BFL-A:DA-DIR-GEO	g			ECMB	NED3
NED3-1b	NED3-1b_LP-DIR-AF	NED3-1		lc	106.6	17.1	2	3	-1	30	4.5	0.003	0.001	T	hargrave 2018-09-22 06:35:31	pmagpy-4.2.25: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR	b			ECMB	NED3
NED3-1b	NED3-1b_LP-DIR-AF	NED3-1		lc	246.6	22.3	2	3	0	30	4.5	0.003	0.001	T	hargrave 2018-09-22 06:35:31	pmagpy-4.2.25: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR-GEO	b			ECMB	NED3
NED3-1b		NED3-1																This study	LP-NOMAG				ECMB	NED3
NED3-2b	NED3-2b_LP-DIR-AF	NED3-2		hc	214.6	6	2	4	-1	0	1.2	0.13	0.1	T	hargrave 2018-09-22 07:22:03	pmagpy-4.2.25: demag_gui	u	This study	LP-DIR-AF:DE-BFL-A:DA-DIR	g			ECMB	NED3
NED3-2b	NED3-2b_LP-DIR-AF	NED3-2		hc	348.2	26.9	2	4	0	0	1.2	0.13	0.1	T	hargrave 2018-09-22 07:22:03	pmagpy-4.2.25: demag_gui	u	This study	LP-DIR-AF:DE-BFL-A:DA-DIR-GEO	g			ECMB	NED3
NED3-2b	NED3-2b_LP-DIR-AF	NED3-2		mc	136.7	41.6	2	7	-1	6.9	0.7	0.04	0.02	T	hargrave 2018-09-22 07:22:03	pmagpy-4.2.25: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR	g			ECMB	NED3
NED3-2b	NED3-2b_LP-DIR-AF	NED3-2		mc	240.1	56.7	2	7	0	6.9	0.7	0.04	0.02	T	hargrave 2018-09-22 07:22:03	pmagpy-4.2.25: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR-GEO	g			ECMB	NED3
NED3-2b		NED3-2																This study	LP-NOMAG				ECMB	NED3
NED3-3b	NED3-3b_LP-DIR-AF	NED3-3		hc	197.2	23.8	3	4	-1	21.9	5.4	0.13	0.1	T	hargrave 2018-09-22 08:05:39	pmagpy-4.2.25: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR	g			ECMB	NED3
NED3-3b	NED3-3b_LP-DIR-AF	NED3-3		lc	74	77.7	3	5	-1	42.1	5.6	0.015	0.005	T	hargrave 2018-09-22 08:05:39	pmagpy-4.2.25: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR	b			ECMB	NED3
NED3-3b	NED3-3b_LP-DIR-AF	NED3-3		mc	132.6	50.7	3	6	-1	7.2	0.5	0.055	0.03	T	hargrave 2018-09-22 08:05:39	pmagpy-4.2.25: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR	g			ECMB	NED3
NED3-3b	NED3-3b_LP-DIR-AF	NED3-3		mc	229.2	61.8	3	6	0	7.2	0.5	0.055	0.03	T	hargrave 2018-09-22 08:05:39	pmagpy-4.2.25: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR-GEO	g			ECMB	NED3
NED3-3b	NED3-3b_LP-DIR-AF	NED3-3		hc	332.9	46.4	3	4	0	21.9	5.4	0.13	0.1	T	hargrave 2018-09-22 08:05:39	pmagpy-4.2.25: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR-GEO	g			ECMB	NED3
NED3-3b	NED3-3b_LP-DIR-AF	NED3-3		lc	154.2	60.3	3	5	0	42.1	5.6	0.015	0.005	T	hargrave 2018-09-22 08:05:39	pmagpy-4.2.25: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR-GEO	b			ECMB	NED3
NED3-3b		NED3-3																This study	LP-NOMAG				ECMB	NED3
NED3-4b	NED3-4b_LP-DIR-AF	NED3-4		hc	236.5	-7.4	2	5	-1	0	1.2	0.13	0.09	T	hargrave 2018-09-22 08:55:58	pmagpy-4.2.25: demag_gui	u	This study	LP-DIR-AF:DE-BFL-A:DA-DIR	g			ECMB	NED3
NED3-4b	NED3-4b_LP-DIR-AF	NED3-4		hc	2	8.8	2	5	0	0	1.2	0.13	0.09	T	hargrave 2018-09-22 08:55:58	pmagpy-4.2.25: demag_gui	u	This study	LP-DIR-AF:DE-BFL-A:DA-DIR-GEO	g			ECMB	NED3
NED3-4b	NED3-4b_LP-DIR-AF	NED3-4		mc	142.2	34.1	2	7	-1	6.7	0.7	0.04	0.02	T	hargrave 2018-09-22 08:55:58	pmagpy-4.2.25: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR	g			ECMB	NED3
NED3-4b	NED3-4b_LP-DIR-AF	NED3-4		mc	245.8	53.9	2	7	0	6.7	0.7	0.04	0.02	T	hargrave 2018-09-22 08:55:58	pmagpy-4.2.25: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR-GEO	g			ECMB	NED3
NED3-4b		NED3-4																This study	LP-NOMAG				ECMB	NED3
NED3-5b	NED3-5b_LP-DIR-AF	NED3-5		hc	260.9	-12.9	1	4	-1	0	1.6	0.13	0.1	T	hargrave 2018-09-22 09:41:48	pmagpy-4.2.25: demag_gui	u	This study	LP-DIR-AF:DE-BFL-A:DA-DIR	g			ECMB	NED3
NED3-5b	NED3-5b_LP-DIR-AF	NED3-5		hc	4.7	-9.2	1	4	0	0	1.6	0.13	0.1	T	hargrave 2018-09-22 09:41:48	pmagpy-4.2.25: demag_gui	u	This study	LP-DIR-AF:DE-BFL-A:DA-DIR-GEO	g			ECMB	NED3
NED3-5b		NED3-5																This study	LP-NOMAG				ECMB	NED3
NED3-6b	NED3-6b_LP-DIR-AF	NED3-6		mc	115.6	57.3	2	8	-1	4.6	0.3	0.05	0.0225	T	hargrave 2018-09-22 10:25:59	pmagpy-4.2.25: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR	g			ECMB	NED3
NED3-6b	NED3-6b_LP-DIR-AF	NED3-6		lc	122	6.2	2	8	-1	38.9	2.4	0.0125	0.001	T	hargrave 2018-09-22 10:25:59	pmagpy-4.2.25: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR	b			ECMB	NED3
NED3-6b	NED3-6b_LP-DIR-AF	NED3-6		lc	245.5	14.4	2	8	0	38.9	2.4	0.0125	0.001	T	hargrave 2018-09-22 10:25:59	pmagpy-4.2.25: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR-GEO	b			ECMB	NED3
NED3-6b	NED3-6b_LP-DIR-AF	NED3-6		mc	215.2	60.9	2	8	0	4.6	0.3	0.05	0.0225	T	hargrave 2018-09-22 10:25:59	pmagpy-4.2.25: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR-GEO	g			ECMB	NED3
NED3-6b		NED3-6																This study	LP-NOMAG				ECMB	NED3
NED3-7b	NED3-7b_LP-DIR-AF	NED3-7		hc	188.6	32.3	2	3	-1	0	1	0.13	0.11	T	hargrave 2018-09-22 11:10:03	pmagpy-4.2.25: demag_gui	u	This study	LP-DIR-AF:DE-BFL-A:DA-DIR	g			ECMB	NED3
NED3-7b	NED3-7b_LP-DIR-AF	NED3-7		hc	331.8	44.2	2	3	0	0	1	0.13	0.11	T	hargrave 2018-09-22 11:10:03	pmagpy-4.2.25: demag_gui	u	This study	LP-DIR-AF:DE-BFL-A:DA-DIR-GEO	g			ECMB	NED3
NED3-7b	NED3-7b_LP-DIR-AF	NED3-7		mc	129.1	44.8	2	8	-1	2.9	0.3	0.05	0.0225	T	hargrave 2018-09-22 11:10:03	pmagpy-4.2.25: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR	g			ECMB	NED3
NED3-7b	NED3-7b_LP-DIR-AF	NED3-7		mc	259.4	51.5	2	8	0	2.9	0.3	0.05	0.0225	T	hargrave 2018-09-22 11:10:03	pmagpy-4.2.25: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR-GEO	g			ECMB	NED3
NED3-7b		NED3-7																This study	LP-NOMAG				ECMB	NED3
NED3-8b	NED3-8b_LP-DIR-AF	NED3-8		hc	192.1	16.6	1	4	-1	0	1.9	0.13	0.1	T	hargrave 2018-09-22 12:08:06	pmagpy-4.2.25: demag_gui	u	This study	LP-DIR-AF:DE-BFL-A:DA-DIR	g			ECMB	NED3
NED3-8b	NED3-8b_LP-DIR-AF	NED3-8		hc	315.1	26.4	1	4	0	0	1.9	0.13	0.1	T	hargrave 2018-09-22 12:08:06	pmagpy-4.2.25: demag_gui	u	This study	LP-DIR-AF:DE-BFL-A:DA-DIR-GEO	g			ECMB	NED3
NED3-8b		NED3-8																This study	LP-NOMAG				ECMB	NED3
NED30-1a		NED30-1																This study	LP-NOMAG				ECMB	NED30
NED30-2a	NED30-2a_LP-DIR-AF	NED30-2		hc	188.5	26.1	2	14	-1	2.4	0.2	0.13	0.07	T	hargrave 2019-10-03 03:27:00	pmagpy-4.2.25: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR	b			ECMB	NED30
NED30-2a	NED30-2a_LP-DIR-AF	NED30-2		lc	353.4	-86.7	2	10	-1	110.9	12.9	0.01	0.001	T	hargrave 2019-10-03 03:27:00	pmagpy-4.2.25: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR	b			ECMB	NED30
NED30-2a	NED30-2a_LP-DIR-AF	NED30-2		lc	55.1	-83.3	2	10	0	110.9	12.9	0.01	0.001	T	hargrave 2019-10-03 03:27:00	pmagpy-4.2.25: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR-GEO	b			ECMB	NED30
NED30-2a	NED30-2a_LP-DIR-AF	NED30-2		hc	61.3	35.9	2	14	0	2.4	0.2	0.13	0.07	T	hargrave 2019-10-03 03:27:00	pmagpy-4.2.25: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR-GEO	b			ECMB	NED30
NED30-2a		NED30-2																This study	LP-NOMAG				ECMB	NED30
NED30-3a	NED30-3a_LP-DIR-AF	NED30-3		hc	133.7	-37.2	2	14	-1	6.4	1.1	0.13	0.07	T	hargrave 2019-10-03 04:34:06	pmagpy-4.2.25: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR	b			ECMB	NED30
NED30-3a	NED30-3a_LP-DIR-AF	NED30-3		lc	326.6	-17.4	2	10	-1	105.5	15.7	0.01	0.001	T	hargrave 2019-10-03 04:34:06	pmagpy-4.2.25: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR	b			ECMB	NED30
NED30-3a	NED30-3a_LP-DIR-AF	NED30-3		lc	218.9	-23.2	2	10	0	105.5	15.7	0.01	0.001	T	hargrave 2019-10-03 04:34:06	pmagpy-4.2.25: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR-GEO	b			ECMB	NED30
NED30-3a	NED30-3a_LP-DIR-AF	NED30-3		hc	30.9	-32.2	2	14	0	6.4	1.1	0.13	0.07	T	hargrave 2019-10-03 04:34:06	pmagpy-4.2.25: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR-GEO	b			ECMB	NED30
NED30-3a		NED30-3																This study	LP-NOMAG				ECMB	NED30
NED30-4a		NED30-4																This study	LP-NOMAG				ECMB	NED30
NED30-5a		NED30-5																This study	LP-NOMAG				ECMB	NED30
NED30-6a	NED30-6a_LP-DIR-AF	NED30-6		lc	220.5	26.8	1	10	-1	101.2	5.5	0.01	0.001	T	hargrave 2019-10-03 08:01:50	pmagpy-4.2.25: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR	b			ECMB	NED30
NED30-6a	NED30-6a_LP-DIR-AF	NED30-6		lc	119.8	33.5	1	10	0	101.2	5.5	0.01	0.001	T	hargrave 2019-10-03 08:01:50	pmagpy-4.2.25: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR-GEO	b			ECMB	NED30
NED30-6a		NED30-6																This study	LP-NOMAG				ECMB	NED30
NED30-7a		NED30-7																This study	LP-NOMAG				ECMB	NED30
NED30-8a		NED30-8																This study	LP-NOMAG				ECMB	NED30
NED30-9a	NED30-9a_LP-DIR-AF	NED30-9		hc	33	34.8	2	14	-1	4	7	0.13	0.07	T	hargrave 2019-10-03 11:22:31	pmagpy-4.2.25: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR	b			ECMB	NED30
NED30-9a	NED30-9a_LP-DIR-AF	NED30-9		lc	109.1	-82.5	2	15	-1	47.8	0.4	0.02	0.001	T	hargrave 2019-10-03 11:22:31	pmagpy-4.2.25: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR	b			ECMB	NED30
NED30-9a	NED30-9a_LP-DIR-AF	NED30-9		lc	24.6	-78.2	2	15	0	47.8	0.4	0.02	0.001	T	hargrave 2019-10-03 11:22:31	pmagpy-4.2.25: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR-GEO	b			ECMB	NED30
NED30-9a	NED30-9a_LP-DIR-AF	NED30-9		hc	272.5	28.9	2	14	0	4	7	0.13	0.07	T	hargrave 2019-10-03 11:22:31	pmagpy-4.2.25: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR-GEO	b			ECMB	NED30
NED30-9a		NED30-9																This study	LP-NOMAG				ECMB	NED30
NED31-1a		NED31-1																This study	LP-NOMAG				ECMB	NED31
NED31-2a	NED31-2a_LP-DIR-AF	NED31-2		lc	353.6	-75.8	2	16	-1	11	4.9	0.028	0.004	T	hargrave 2019-10-07 11:16:51	pmagpy-4.2.25: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR	g			ECMB	NED31
NED31-2a	NED31-2a_LP-DIR-AF	NED31-2		hc	111.8	17.7	2	7	-1	5.2	12.1	0.13	0.1	T	hargrave 2019-10-07 11:16:51	pmagpy-4.2.25: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR	g			ECMB	NED31
NED31-2a	NED31-2a_LP-DIR-AF	NED31-2		hc	289.6	19.1	2	7	0	5.2	12.1	0.13	0.1	T	hargrave 2019-10-07 11:16:51	pmagpy-4.2.25: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR-GEO	g			ECMB	NED31
NED31-2a	NED31-2a_LP-DIR-AF	NED31-2		lc	170.2	-79.8	2	16	0	11	4.9	0.028	0.004	T	hargrave 2019-10-07 11:16:51	pmagpy-4.2.25: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR-GEO	g			ECMB	NED31
NED31-2a		NED31-2																This study	LP-NOMAG				ECMB	NED31
NED31-3a	NED31-3a_LP-DIR-AF	NED31-3		hc	204.6	46.6	3	4	-1	16.3	5.8	0.13	0.115	T	hargrave 2019-10-07 12:26:25	pmagpy-4.2.25: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR	g			ECMB	NED31
NED31-3a	NED31-3a_LP-DIR-AF	NED31-3		lc	152.6	40.5	3	5	-1	24.5	2.8	0.007	0.003	T	hargrave 2019-10-07 12:26:25	pmagpy-4.2.25: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR	g			ECMB	NED31
NED31-3a	NED31-3a_LP-DIR-AF	NED31-3		mc	128	66.2	3	9	-1	17.8	0.6	0.062	0.04	T	hargrave 2019-10-07 12:26:25	pmagpy-4.2.25: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR	g			ECMB	NED31
NED31-3a	NED31-3a_LP-DIR-AF	NED31-3		lc	219.9	45.7	3	5	0	24.5	2.8	0.007	0.003	T	hargrave 2019-10-07 12:26:25	pmagpy-4.2.25: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR-GEO	g			ECMB	NED31
NED31-3a	NED31-3a_LP-DIR-AF	NED31-3		mc	185.5	69.4	3	9	0	17.8	0.6	0.062	0.04	T	hargrave 2019-10-07 12:26:25	pmagpy-4.2.25: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR-GEO	g			ECMB	NED31
NED31-3a	NED31-3a_LP-DIR-AF	NED31-3		hc	277.7	52	3	4	0	16.3	5.8	0.13	0.115	T	hargrave 2019-10-07 12:26:25	pmagpy-4.2.25: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR-GEO	g			ECMB	NED31
NED31-3a		NED31-3																This study	LP-NOMAG				ECMB	NED31
NED31-4a	NED31-4a_LP-DIR-AF	NED31-4		mc	144.5	63.4	3	13	-1	18.6	0.5	0.062	0.032	T	hargrave 2019-10-07 13:34:15	pmagpy-4.2.25: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR	g			ECMB	NED31
NED31-4a	NED31-4a_LP-DIR-AF	NED31-4		hc	201.6	40.7	3	6	-1	13.9	6.1	0.13	0.105	T	hargrave 2019-10-07 13:34:15	pmagpy-4.2.25: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR	g			ECMB	NED31
NED31-4a	NED31-4a_LP-DIR-AF	NED31-4		lc	187.2	71.5	3	10	-1	12.6	1.5	0.01	0.001	T	hargrave 2019-10-07 13:34:15	pmagpy-4.2.25: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR	g			ECMB	NED31
NED31-4a	NED31-4a_LP-DIR-AF	NED31-4		mc	189.5	70	3	13	0	18.6	0.5	0.062	0.032	T	hargrave 2019-10-07 13:34:15	pmagpy-4.2.25: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR-GEO	g			ECMB	NED31
NED31-4a	NED31-4a_LP-DIR-AF	NED31-4		hc	264.4	49	3	6	0	13.9	6.1	0.13	0.105	T	hargrave 2019-10-07 13:34:15	pmagpy-4.2.25: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR-GEO	g			ECMB	NED31
NED31-4a	NED31-4a_LP-DIR-AF	NED31-4		lc	253	80.4	3	10	0	12.6	1.5	0.01	0.001	T	hargrave 2019-10-07 13:34:15	pmagpy-4.2.25: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR-GEO	g			ECMB	NED31
NED31-4a		NED31-4																This study	LP-NOMAG				ECMB	NED31
NED31-5a	NED31-5a_LP-DIR-AF	NED31-5		lc	62.6	82.2	3	10	-1	29.2	5.7	0.01	0.001	T	hargrave 2019-10-07 14:42:26	pmagpy-4.2.25: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR	g			ECMB	NED31
NED31-5a	NED31-5a_LP-DIR-AF	NED31-5		mc	141.5	65.6	3	11	-1	21.5	0.6	0.054	0.032	T	hargrave 2019-10-07 14:42:26	pmagpy-4.2.25: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR	g			ECMB	NED31
NED31-5a	NED31-5a_LP-DIR-AF	NED31-5		hc	219.4	42.4	3	5	-1	10.4	5	0.13	0.11	T	hargrave 2019-10-07 14:42:26	pmagpy-4.2.25: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR	g			ECMB	NED31
NED31-5a	NED31-5a_LP-DIR-AF	NED31-5		lc	86.5	79.8	3	10	0	29.2	5.7	0.01	0.001	T	hargrave 2019-10-07 14:42:26	pmagpy-4.2.25: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR-GEO	g			ECMB	NED31
NED31-5a	NED31-5a_LP-DIR-AF	NED31-5		hc	266	45.5	3	5	0	10.4	5	0.13	0.11	T	hargrave 2019-10-07 14:42:26	pmagpy-4.2.25: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR-GEO	g			ECMB	NED31
NED31-5a	NED31-5a_LP-DIR-AF	NED31-5		mc	179.3	68.6	3	11	0	21.5	0.6	0.054	0.032	T	hargrave 2019-10-07 14:42:26	pmagpy-4.2.25: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR-GEO	g			ECMB	NED31
NED31-5a		NED31-5																This study	LP-NOMAG				ECMB	NED31
NED32-1a	NED32-1a_LP-DIR-AF	NED32-1		lc	18.4	-70.8	1	38	-1	1.6	0.8	0.13	0.012	T	hargrave 2019-10-07 15:52:14	pmagpy-4.2.25: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR	g			ECMB	NED32
NED32-1a	NED32-1a_LP-DIR-AF	NED32-1		lc	292.2	-82.4	1	38	0	1.6	0.8	0.13	0.012	T	hargrave 2019-10-07 15:52:14	pmagpy-4.2.25: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR-GEO	g			ECMB	NED32
NED32-1a		NED32-1																This study	LP-NOMAG				ECMB	NED32
NED32-2a	NED32-2a_LP-DIR-AF	NED32-2		lc	47.2	-41.5	1	7	-1	13	2.1	0.008	0.002	T	hargrave 2019-10-07 17:12:11	pmagpy-4.2.25: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR	g			ECMB	NED32
NED32-2a	NED32-2a_LP-DIR-AF	NED32-2		lc	233.6	-54.3	1	7	0	13	2.1	0.008	0.002	T	hargrave 2019-10-07 17:12:11	pmagpy-4.2.25: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR-GEO	g			ECMB	NED32
NED32-2a		NED32-2																This study	LP-NOMAG				ECMB	NED32
NED32-3a	NED32-3a_LP-DIR-AF	NED32-3		llc	40.3	-3.6	1	5	-1	47.7	11.3	0.005	0.001	T	hargrave 2019-10-07 18:24:51	pmagpy-4.2.25: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR	g			ECMB	NED32
NED32-3a	NED32-3a_LP-DIR-AF	NED32-3		llc	198.8	-21.6	1	5	0	47.7	11.3	0.005	0.001	T	hargrave 2019-10-07 18:24:51	pmagpy-4.2.25: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR-GEO	g			ECMB	NED32
NED32-3a		NED32-3																This study	LP-NOMAG				ECMB	NED32
NED32-4a	NED32-4a_LP-DIR-AF	NED32-4		llc	65.3	14.4	1	8	-1	45.3	2.7	0.008	0.001	T	hargrave 2019-10-07 19:36:44	pmagpy-4.2.25: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR	g			ECMB	NED32
NED32-4a	NED32-4a_LP-DIR-AF	NED32-4		llc	214.7	1.7	1	8	0	45.3	2.7	0.008	0.001	T	hargrave 2019-10-07 19:36:44	pmagpy-4.2.25: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR-GEO	g			ECMB	NED32
NED32-4a		NED32-4																This study	LP-NOMAG				ECMB	NED32
NED32-5a		NED32-5																This study	LP-NOMAG				ECMB	NED32
